bf7dabd009a2d6773faa96c05e708533a1c1a3b1,/,/.1,    [maven-release-plugin] rollback the release of mahout-14.1,/.2,/.3,100
a576dc786efa69f44e396bd61b59fd412e5806d3,MAHOUT-266,Bug,Broken Sorting can result in AIOOB exception.,Math,Major,99.91603694
18bf66395622980fc4796a0506aa12af484ed7f4,/,/,    More style,/,/,100
39945ad3a0c48c20b1c8d01235178329bdc04488,MAHOUT-233,Task,Modifying Mahout Check style to match our current coding style,,Major,100
e244bcaa2ff6ddf4aced9f7645abaa88400a197a,MAHOUT-264,Wish,Make mahout-math compatible with Java 1.5 (bytecode and standard library).,Math,Minor,99.87408185
96e6ed2248fdcdbfa263dfd55af7ee0785b2264e,MAHOUT-262,New Feature,Writable for labeled vectors for supervised learning algorithms,Classification,Major,99.91605456
f518dba33d7c6116a5e65be9160fc48f61b989a4,MAHOUT-249,Improvement,Make WikipediaXmlSplitter able to write the chunks directly to HDFS or S3,Classification,Minor,100
af5cf6c3ed0224ca611adbd9ab20485f8cf1633d,MAHOUT-249,Improvement,Make WikipediaXmlSplitter able to write the chunks directly to HDFS or S3,Classification,Minor,100
c184e663bfb63164ff8217f5fbdf2c0d220ab206,MAHOUT-250,Improvement,Make WikipediaXmlSplitter able to directly use the bzip2 compressed dump as input,Classification,Minor,100
e3fd6a4d1459d7a4893945d8cdf405d97d5a4663,MAHOUT-250,Improvement,Make WikipediaXmlSplitter able to directly use the bzip2 compressed dump as input,Classification,Minor,100
b78c9af0fb7e57b05b7cd003a72e95a013f57b74,/,/,    More small tweaks,/,/,100
089dbf2633a6427852354881f75acecd8aa7cb54,/,/,    Switch to VectorWritable  which handles any type of Vector.,/,/,100
885e4d7bbc76963566b6d9580e6864524f3822dc,/,/,    A little optimization and limit CGO iterations,/,/,100
ea6519794d19f11cd2540b6e46f56f765cec74c8,MAHOUT-217,Improvement,Tidy up generated data after unit tests are run,,Major,96.61646379
6e3509bb26e2bbc7a5b3b2a78cf4ba0dfe1e921b,MAHOUT-246,Improvement,upgrade to new lucene TokenStream API to cleanup deprecation warnings,,Minor,99.97972425
506d84d80dbcd4eb703ec6fb0370fad06fc9d13f,MAHOUT-180,New Feature,port Hadoop-ified Lanczos SVD implementation from decomposer,Math,Minor,97.28326009
ba1198e91f793d7a527bc3520586cb7ffa7ff781,/,/,    Adds in the ability for SparseRowMatrix to either be SequentialAccess or RandomAccess sparse in a row-by-row manner.  Backwards compatible.,/,/,100
ab2d63e79fc379beb751bba13159842de6b771ad,/,/,    Typo compile breakage.,/,/,100
0821d4271ff44e18ac504a9e8859b8fe9ecbd73b,/,/,    Optimization for assign(Vector) - just clear and set sparsely.,/,/,100
a01238bb99c948dcaeec536b546f7af4c6a37d0b,/,/,    Vector.addTo() can be nicely optimized  but what about Vector.assign(otherVector  new PlusWithScaleFunction(d)) - where you want to basically do v += d * otherVector  making as little vector copies as possible?  Optimization for the Dense / Sparse case.,/,/,97.85269918
08f8923c1a4ebd9b13f93e34a22af6fd0ccc6363,/,/,    Performance improvement for timesSquared() - in the sparse case  dot products are often zero  and there's no need to add.,/,/,100
a258fa20ca77654baeb205864d697606cea2e267,/,/,    Same clear() bug as previous checkin.,/,/,100
993e608eb65378b6536b9469f13996d6fbd0a492,/,/,    Nasty little bug in the Open primitive map  only found by walking deep in the debugger: clear() wasn't clearing out the last entry in the values array  so if it was full  it stayed full after clear()!  This actaully caused infinite loops in certain conditions in other parts of the codebase.,/,/,100
504c1677cb19a97c6a9f15526cd509bb75ab7366,MAHOUT-211,Bug,DenseMatrix.getRow() and getColumn() return deep copies of the data,Math,Minor,98.34644081
e98c2ec601e4ec241847c9ad6a7c73c648d53348,/,/,    Reverting to revision 901569  because I checked in way too much.  Need to cherry pick and recommit,/,/,97.71176234
ecb08e8dd4c79d51ea8a7fcf065ce2a5f978fd5a,MAHOUT-180,New Feature,port Hadoop-ified Lanczos SVD implementation from decomposer,Math,Minor,97.71176234
2badc2d4df05a8f4409a23ab3e48f770ccab6941,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,99.92050874
93443ba1fb1718ddf5cd82751e14fd6732a3b896,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,100
66174ac4f0ca1882d1c6ba2538ea32de859c25e8,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,99.40582294
1b91a877acbd48141da6b1ec0f55039d0b9e7988,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,99.7212266
435c42923b389bb434484c6d68c7951c98c323a6,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,100
a47e23ebbd96de785fd1397931ad231c291ae948,MAHOUT-261,Improvement,Give the primitive-value maps an adjustOrPutValue call  like Trove.,Math,Major,100
27632def50fc555e351c7c9d2efa3fcdf8c87337,MAHOUT-259,Improvement,Remove all code for Object matrices,Math,Major,98.65692277
a7e552ae4a386dc6c6331a2b907ac6f1a1747e0a,/,/,    Another compile problem fix,/,/,100
14a584464a1da38cb5e40e3be1106922b52e2052,/,/,    Fix compile error in DisplayOutputState,/,/,100
4233591fad46d89f01068fddf77a013d538792b9,/,/,    Fix compile error,/,/,100
1d47c52246dce73f900bb91de3dacee23cb54712,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,99.90296914
0308bb821691c00d8cbbf4dce01e489745463a41,MAHOUT-251,Improvement,Generalize Dirichlet models and model distributions to handle n-d and sparse vectors,Clustering,Major,99.02610051
20dd0a1bcc17d08089ef132114034345796b5925,MAHOUT-256,New Feature,Clean up raw type usage,Math,Major,99.45054945
d673a78f9ac7423a5868f42f57bc827f6124737a,/,/,    Oops removed some test code,/,/,100
d911fcefc434638513808e298fb7562705e21b2a,/,/,    Code style changes to test -- mostly addressing protected/package visible fields,/,/,99.47017268
6a253e35677ae3872fbf2064db5367016025fd48,/,/,    Tiny typo fix to javadoc,/,/,100
7a61938f2c90c0876f6d0075adf316b246c76424,MAHOUT-257,New Feature,Get rid of GenericSorting.java,Math,Major,99.90224829
d7351ccd19765f564a4155937024c83a99e3d23b,MAHOUT-255,New Feature,Open hash set and map that plug into java.util,Math,Major,99.76484421
434cdff2176906edf5d6bfd8c66980b423fa0c47,/,/,    All test cases extend MahoutTestCase  and related updates to use of RandomUtils to ensure in test mode that all RNGs are deterministic. Minor code style changes. Unit tests now do not fork a JVM per test.,/,/,96.59947058
0935b073a7d2d2c02dccbd621369ac2960f9c091,MAHOUT-254,New Feature,Primitive set unit tests,Math,Major,100
44127950c4c50cd2e73050856373bb33f66b4b17,MAHOUT-237,New Feature,Map/Reduce Implementation of Document Vectorizer,,Major,99.68327703
7ea6efce2294c55869d4b0441158cb5c35a855c1,MAHOUT-252,New Feature,Sets (primitive types),Math,Major,99.91554054
824dc51f90da44ce6d71cab7e4012d351bbf562a,/,/,    This was checked in the wrong place by mistake.,/,/,100
6adea873190067b9c3fae521fc2b68a2316ced97,MAHOUT-248,Improvement,Next collections expansion kit: OpenObjectWhateverHashMap&lt;T&gt;,Math,Major,100
c3b4adadcd40e11b037bf8670411147d1b9edbc1,MAHOUT-248,Improvement,Next collections expansion kit: OpenObjectWhateverHashMap&lt;T&gt;,Math,Major,100
b19e36aaac7648c3e1a932f4ad7330317301e5ae,MAHOUT-247,Bug,GenericUserBasedRecommender.recommend causes connection leak when called for user with no preferences,Collaborative Filtering,Minor,100
7fd0c4110ee2f415041367bfde1bcf0fb5388412,MAHOUT-247,Bug,GenericUserBasedRecommender.recommend causes connection leak when called for user with no preferences,Collaborative Filtering,Minor,100
b3f68574c107dffea09362cabc84e4432778f60d,MAHOUT-206,Improvement,Separate and clearly label different SparseVector implementations,Math,Major,97.44131952
6214879061a9dd71cf9ff6027c712edcb4c45874,MAHOUT-244,Improvement,Add root log-likelihood method to LogLikehood class.,Math,Minor,100
66f844a404bea947abf27fbabe28643253fe8aad,MAHOUT-245,Improvement,Better handling of Categorical attributes when building Decision Forests,Classification,Major,99.93645414
a9cf7d817aa327399ecd3f08d6174248c3807bf5,MAHOUT-243,New Feature,Next collections step: {key}ObjectOpenHashMap&lt;T&gt; and tests,Math,Major,99.15164369
eeaafa6217c9d763b7cc2bbd578aa040f7ed432a,/,/,    Worse yet  missed all these directories to be checked in!,/,/,99.0544232
251a4768a8f7b4480ece8f477ec4c0b8bfe4fcbe,/,/,    Missed move/delete commit.,/,/,99.9168572
135a84023a208a1c9de9bcb79da6b5ae8c3381e8,MAHOUT-205,Improvement,Pull Writable (and anything else hadoop dependent) out of the matrix module,Math,Minor,98.38808406
67fbb78b3ea4845b54050d9c5eac487b6df0bb8b,MAHOUT-237,New Feature,Map/Reduce Implementation of Document Vectorizer,,Major,100
48989a4e0740ef1a25c40e37b7716e0b505a9aea,MAHOUT-237,New Feature,Map/Reduce Implementation of Document Vectorizer,,Major,98.55485447
0ac661821f43a4a08a684d8b4af773c2da0ee6d7,/,/,    Deleting OpenDoubleIntHashMap OpenIntDoubleHashMap OpenIntIntHashMap from source and use generated classes instead,/,/,99.75237309
166b331defd0203bbf63569918dc1b777dac6ac5,MAHOUT-239,New Feature,Complete set of open hash maps with primitive types as both key and value,Math,Major,100
41f1c0445cdee15b437b94742c8dbdaa7b5ecdea,MAHOUT-85,New Feature,Perceptron/Winnow Trainer,Classification,Major,99.95881384
250ed3d84da6edebf2257d8020f1230a416ab66e,/,/,    small clarification,/,/,100
fb1f1c257f924be1fb4a444dc42b5c94c8f1ab9d,/,/,    number of words is not required  it has a default.,/,/,100
0a06799a12b30425e7c4df86cd0030785d78988c,/,/,    doc improvement,/,/,100
2b19ed54115a1d6184eab860e5af24712fd14a0d,MAHOUT-85,New Feature,Perceptron/Winnow Trainer,Classification,Major,98.26214405
cfe7f01fbccc1e6aee4ccdc5ae2b435f1a6efff9,MAHOUT-239,New Feature,Complete set of open hash maps with primitive types as both key and value,Math,Major,100
2308cccf783b15fe2a0f9eca94f43e3cb0e271ea,/,/,    Code style adjustments; enabled/fixed TestSamplingIterator,/,/,100
d63012f869c355b014b4fd9bb0866621e89b3baf,MAHOUT-216,Improvement,Improve the results of MAHOUT-145 by uniformly distributing the classes in the partitioned data,Classification,Major,100
65ea79f03dc80e2c55906e1544118b4ec1c3d1a5,MAHOUT-221,New Feature,Implementation of FP-Bonsai Pruning for fast pattern mining,,Major,99.91471215
b597523c39fdc4844f7623c1b2a7ea086179e7e2,MAHOUT-238,Sub-task,Further Dependency Cleanup,,Minor,100
b35b030a3d817675e6c5d0d445608b51ec8072c2,MAHOUT-221,New Feature,Implementation of FP-Bonsai Pruning for fast pattern mining,,Major,99.33447832
2f85f29f82b9b44509ff76de96321ace572dbb7c,MAHOUT-220,Improvement,Mahout Bayes Code cleanup,Classification,Major,100
cebf8bfe53fddd78e80ae24b38e468a16f576c2a,MAHOUT-235,Bug,GenericSorting.java also needs replacing,Math,Major,99.54574951
c21e773c0c8c3b6aa46415fb8a7bcbef6c4885f3,MAHOUT-163,Improvement,Get (better) cluster labels using Log Likelihood Ratio,,Major,99.74076474
f17cc37c0a07a873811424a47f84c95e2555a5ed,/,/,    slight refactoring,/,/,100
bc440feeeef9ffe7e85ef432981db1f2e8e1fedf,MAHOUT-203,Bug,JWriterVectorWriter doesn&apos;t flush  content not necessarily written to disk. ,,Trivial,100
4931ade7dc8ce32f02d33a876a8737175dcd1b92,/,/,    ClusterDumper cleanups plus some printing help,/,/,99.80540541
d106e8479867fef1d315e66c7e63fdc1ecbc2be0,/,/,    ClusterDumper cleanups plus some printing help,/,/,99.76205927
85d756f00159d92e570a3412fc0e195377998683,/,/,    turn down the verbosity just a bit,/,/,100
f9d039d562a49d766b899fa989ffa27ec4057691,/,/,    Oops  remove accidental change that names a test recommender,/,/,100
ae92fd670708da5dfab8068e4c766c4dba668cf3,MAHOUT-163,Improvement,Get (better) cluster labels using Log Likelihood Ratio,,Major,100
f4596a6a9a6ec9839b99c747d00e16c26ef814bd,MAHOUT-163,Improvement,Get (better) cluster labels using Log Likelihood Ratio,,Major,100
2d857d59170a947427e7c353c8e57dff5492b927,MAHOUT-163,Improvement,Get (better) cluster labels using Log Likelihood Ratio,,Major,100
73e17cfc4e178c81e47b689426aaa87aebac2985,MAHOUT-163,Improvement,Get (better) cluster labels using Log Likelihood Ratio,,Major,99.76180165
b5b5d40367d6236e415058bcc6f4dc53003541b0,MAHOUT-230,Bug,Replace org.apache.mahout.math.Sorting with code of clear provenance,Math,Major,100
a51dd9e2e16a6286aa894a9f5be23f5c046b60e3,MAHOUT-229,Improvement,Clean up and templatize the primitive list containers,Math,Major,96.61380197
f3c16c2dca2431ec1ef5fc99808241501f11c801,/,/,    Found a NULLPointer Exception bug: the check was happening after the use,/,/,100
c2976b2b77cc7aaa7a32ecd182598bbdb1ee231c,MAHOUT-103,New Feature,Co-occurence based nearest neighbourhood,Collaborative Filtering,Major,100
c00a70c1f63ee46c9680bd9253096f241dc2a6f5,MAHOUT-103,New Feature,Co-occurence based nearest neighbourhood,Collaborative Filtering,Major,99.70338983
49bb59b3654d4e4803f966bd162d20f0f5d720ff,MAHOUT-226,Task,Velocity-based code generation support to support more primitive type collections,Math,Major,100
c86ef1458a615f5598ee6807f545fca92f9c1deb,/,/,    Fix old javadoc,/,/,100
10c79a3d1ba65f6b99a330e36c110bbf2f2f1b98,MAHOUT-224,Sub-task,Dependency Cleanup,,Minor,100
e73641946409e00a6680fb079b3a70904647e0e1,MAHOUT-226,Task,Velocity-based code generation support to support more primitive type collections,Math,Major,100
fdd8ca2a2afc84395abaaaeeea16515b58e52f5c,MAHOUT-226,Task,Velocity-based code generation support to support more primitive type collections,Math,Major,98.00164813
07515446dd3ef8fe5f98e4fe3e5a430c4c5bfb23,MAHOUT-223,Bug,Infinite loop in Vector.haveSharedCells(Vector),Math,Major,100
8f767d8514a57b50eee8966b4c610ca8afdea711,/,/,    fixing the Breiman example,/,/,100
7360fad39479220dcb1618321fa6aac34885740b,/,/,    Adding signing key for jmannix@apache.org,/,/,100
a435efb1a63b8530bdf120ba9965f33fda9db92f,MAHOUT-225,Improvement,Rename mahout-matrix to mahout-math,Math,Major,76.86100464
89653f9f373aae95cf04c32b4ba343bfacce5c2c,MAHOUT-210,New Feature,Publish code quality reports through maven,Documentation,Major,100
8ea0c13a5cc6aae0465606db7308d6620a30249c,MAHOUT-210,New Feature,Publish code quality reports through maven,Documentation,Major,100
3957076bec1e80b22750a79c3de15012bea69bc9,MAHOUT-210,New Feature,Publish code quality reports through maven,Documentation,Major,100
3955f7b2c44b15b335ca41ad57045e4457ae641c,MAHOUT-210,New Feature,Publish code quality reports through maven,Documentation,Major,100
97033e3b1964ad1da319f72fe8874333dc487245,MAHOUT-210,New Feature,Publish code quality reports through maven,Documentation,Major,100
2bc819ef3974ed538774b506ad974ab869a36d22,/,/,    More style stuff; in particular also remove some references to deprecated JobConf where we can at the moment,/,/,100
aecf48587ee77971a9651220a665f9e8a81f8eb0,/,/,    Make numRecommendations default to 10,/,/,100
7369cd51b31a9601c434af773ebab458e0b3463d,MAHOUT-222,Improvement,Colt collections work in progress,Math,Major,99.9592668
7404f7085219149fa84ece099764b73680a8d97d,/,/,    DataConverter now handles missing values,/,/,100
2563b6ee1742674a54344f6a9610e88be15121c9,MAHOUT-126,New Feature,Prepare document vectors from the text,,Major,99.85720114
fad1e48c8bffa45f2877aa4727b461c546c95991,/,/,    Fix compile error,/,/,100
13f56eacac037a5ec679211d9715ad4d51532b0a,/,/,    Additional change to enable usersFile,/,/,100
5a0ee2da1b697bcdf69d8df7782b846cceba947a,/,/,    Add usersFile to pseudo distributed recommender,/,/,97.77822662
c40fd0785ee56f231436610eed56c9913738b4e5,/,/,    Code style updates,/,/,98.94115251
7b04b10076761beceb95dd7e51e2a73079fe5aa0,/,/,    Add default param values  usersFile arg,/,/,99.64883289
885812f604ea95399efe5f595b6958c116f2455f,/,/,    Oops  missed committing unit test change with last change,/,/,100
b349fe9539e99038fad395c282b60b9d6af86e35,/,/,    More improvements to item-based CF Hadoop job,/,/,99.64883289
a502b40a1d1fcdf0a702439bc16079891fa73568,/,/,    Clear 0.0 entries on set in SparseVector,/,/,100
baa0d69142727c3d778f4f800901b17095ab9b5d,MAHOUT-193,Bug,SparseVectors created with the wrong cardinality in SparseMatrix,Math,Major,100
9a7e7927fda2bcf0a9176a2a9333e5baa4c93d40,/,/,    Oops restore proper testing of stability  part 2,/,/,100
2ea6173a34ed75afddb655cfc04fa97ec4a52cdb,/,/,    Oops restore proper testing of stability,/,/,100
5ce2e7d052931ef99affd50af7bd2bd6108f92e7,MAHOUT-219,Improvement,Unit test for GenericSorting,Math,Major,99.91689175
9167d2dd14f694e8bec6c2a11f774a4d74517d4c,/,/,    Per Isabel's comment  try to make sure tests clean up their temp files,/,/,100
d224470bba06177cc4839cab1fc7a7ccabdea7f2,MAHOUT-218,Task,Update to Junit 4.5,Integration,Major,100
c1887540c284479da56777c5e5449f533306aa71,/,/,    Switch Hadoop job to use column-based computation instead of row-based,/,/,99.85440932
3db2d4cda8c6047539fa1aceea145b15d69d6446,MAHOUT-208,Bug,Vector.getLengthSquared() is dangerously optimized,Math,Major,100
5a58194a49120e6c39bd7a8a762102eeeda68a86,MAHOUT-212,Bug,Need random sampler for use in reducers,Integration,Major,98.78863826
d1801d2a4585ed7e8c4a41d172b3543d5bf081a8,MAHOUT-11,Bug,Static fields used throughout clustering code (Canopy  K-Means).,Clustering,Major,98.55349926
a73bdd42ab31a989e041f0ffe057b8bd3cfacacf,MAHOUT-11,Bug,Static fields used throughout clustering code (Canopy  K-Means).,Clustering,Major,99.22413793
26bca69231fa8be2b3e4dc4d1bd1e085196ad7a3,MAHOUT-191,Bug,NPE while creating term vectors with an index on a field that does not exist in all the documents,,Major,100
a240c224a1f54f8319bd1449d2b257929930fed4,MAHOUT-213,Improvement,storeMapping should not been called when toLongID() is called,Collaborative Filtering,Minor,100
c054f041527a82d35958c118fc8487fc40a78032,/,/,    Use gzip (not deflate?) for compressing text output,/,/,100
0f07461185a608a9121a385346c46f0133d1f96a,/,/,    Simplified input to pseudo-distributed job  fixes  added compression and dropping some cooccurrence data,/,/,99.87085665
cb030aa49c7bd866727ff471615f7a697fa1065f,MAHOUT-191,Bug,NPE while creating term vectors with an index on a field that does not exist in all the documents,,Major,100
4a888f0ffca6e97571f36ab423099f074a3bd86f,MAHOUT-197,Bug,LDADriver: No job jar file set leads to ClassNotFoundException: org.apache.mahout.clustering.lda.LDAMapper,Clustering,Minor,100
b80c48bf44f08e3cb2b841c930a29cd9fa46e4e2,/,/,    Finally working item-based Hadoop recommender,/,/,100
29d428a442ed968320f6fb4bac85e7ec7eb85778,/,/,    More Hadoop CF progress,/,/,99.9138488
0302c0602914b4c10232d7d9c4b0e782b0a0f330,/,/,    Pretty sure we can/should use new Argument/OptionBuilders -- cleaner to use too,/,/,100
757f2a75886aadfa351fb5b0981752c0c40f9ebd,/,/,    More progress on CF Hadoop updates,/,/,99.870606
c076e7bf93da590a04be560f4af4293cb4522a21,/,/,    More progress on CF Hadoop updates,/,/,99.84884474
f80b6ccfe48b6b25122cb42637adf48e987acbd0,/,/,    Temporary debugging code in FastMap,/,/,100
56c4f4cde61be04df5e4b978e3b4ff3d2391fed1,/,/,    Added more cache tests in pursuit of possible infinite loop issue,/,/,97.65574126
c9fe2f958a8d905fc39931944d80b3b48bcff6b7,/,/,    More progress on Hadoop job,/,/,99.84736154
db6d401455f769fccc6d83b188206151ffa0f465,/,/,    Refactored argument and conf handling in CF Hadoop jobs.,/,/,99.84719494
bccccbcbee9a924187b8305270257bac4a1e04e9,/,/,    Reorganize CF Hadoop jobs in preparation for more. Fix up small issue in SparseVector readData(). Add skeleton of new item-based job -- in progress.,/,/,97.74863388
0b59227b2034892e65e208ae223feef365cf27d3,/,/,    Added FileDiffStorage,/,/,98.53679843
638c387fad9091c5f754a207eeda937326a3586c,/,/,    Further fixes and updates to CF Hadoop jobs. All running on 0.20.1 now,/,/,99.95636998
a28cf138b3c6ff0f4ad5bd4d2f363f3b67241d8b,MAHOUT-143,Improvement,Refactor Hadoop deprecations,,Minor,100
86b25164d41a708e6bd852172e19f46ef762861b,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,100
7627de6a15c3e7bd9b674dca521e6d99ac6392ed,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,99.71696059
2f0cdab7cedc393342998f67d02ba20be33e43a4,/,/,    Changes from FindBugs,/,/,100
496ccd066f5e8fe5e41acc0a658ece18d0089bd9,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,100
eba097da79dfc33502becdbd84a8070666ae0bd4,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,98.18737716
a90e57e6faa40a74edacf8ab078174e8641c06b9,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,99.82448442
e50fbd587f11650518aa304f595b20e410e8cb5a,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,99.08563782
7926fcb8893243e21c4e5add781d953a18454e23,/,/,    Huge formatting and style changes to matrix code -- part 1,/,/,99.23475129
a597bcae1aeee70090f7b163e4f926f19342e17b,/,/,    Remove references to log4j -- not used directly,/,/,100
eb2e0a8d196e9cb40719b32d8c0cfb1fa607c935,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,100
fcbc54a719bdc7446d0150bbc69383e7aca25d52,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,100
7a9ecf45a7ea742cab56c2bd87f29e096fb8bb9f,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,100
05078f9c7ccb401c7c265bce51c881584d95f379,/,/,    Treat resources as absolute,/,/,100
a857ed5cba52fc4430271297de41cf321966e2ea,/,/,    Replace uses of log4j with slf4j,/,/,100
f49424ede69e469aed8f9822e76c22142ef73852,MAHOUT-204,Improvement,Better integration of Mahout matrix capabilities with Colt Matrix additions,,Major,98.64068872
bd5593f8d027fff0c8d0e4d879d35c9876dd649f,MAHOUT-165,Improvement,Using better primitives hash for sparse vector for performance gains,Math,Major,96.18111137
7550a10b3725cf97dcfb9206499e854473520510,MAHOUT-165,Improvement,Using better primitives hash for sparse vector for performance gains,Math,Major,85.46830159
4ce88a0181451d3c6ed5558032edf124e66f38e7,/,/,    git-svn-id: https://svn.apache.org/repos/asf/lucene/mahout/trunk@883317 13f79535-47bb-0310-9956-ffa450edef68,/,/,100
5a2b3aef94fac986134da5bb01fa7a30e8ec2341,/,/,    Usual code tweaking for style; improved use of generics in some cases to avoid casts  and removed @SuppressWarnings since our build system doesn't flag this anyhow.,/,/,97.36842105
e4cbc9ad12450f293d9fc48d587b5f90baff49a3,/,/,    Add convenience wrapper for users of taste-web,/,/,99.25037481
b119249f379db1045cfaf738ac920d319851e4bc,MAHOUT-182,Improvement,New helper methods for Matrix: times(Vector)  timesSquared(Vector)  numRows() and numCols(),Math,Minor,99.87980769
7d5c17f7e91b2df7112369d69827ae1327ea7278,/,/,    Introduce IDRescorer to replace Rescorer<Long> for performance,/,/,97.39910314
e24c20fca7a7e1683c384c52d6d1e4bae21e0266,/,/,    Removed old Ant build file,/,/,100
10c5652a498ed5f98b8e01036159cbc57373c95b,/,/,    More refinements to evaluation framework,/,/,99.41037736
6df2469ecf22eba781b1deb7951b6df80962a61d,/,/,    Add missing copyright headers  per Jukka,/,/,100
0f8c789d7ba8340101eb874c60e45234565b66a7,/,/,    Quick fix for unit test failure due to double comparison,/,/,100
244a2cf65e54dcf7da4b640e05ac9b06feeedeac,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
561d4e9470dab6b732f35c8063c7514328a7d490,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
11082155ed7f2967e11c43b38369fdf698eeb9a8,MAHOUT-198,Improvement,Cleanup pom  remove lib dependencies  etc.,,Major,100
a1ef3043709a8ab2d919de7656465fdcec1c84b3,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
6be329fae9a57d23f64a74dde6e9f4ff99be8c9a,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
edf852edb6e025c98268a147f324cd7c06ec5f94,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
ff7ab7ce3d274f200e8cc664ebf9b0b2e8c59b77,MAHOUT-198,Improvement,Cleanup pom  remove lib dependencies  etc.,,Major,100
df651b191283d1e171b3359a0ae86078e1eec23f,MAHOUT-198,Improvement,Cleanup pom  remove lib dependencies  etc.,,Major,100
a5f9b42aeaaa022a59a3405e7362f21101deb74b,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
6faea8b79042ef00327445a62327af1a367fb356,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
160068d2f6e7308c956c02f804ca52a0a1af7575,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
8f6fa7291a1ea74926c36b199e051da176c9b180,/,/,    oh  let's try a full path,/,/,100
acb473baaacf11fd22d0b4ca346d3cc138ab0269,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
645ebf318a461256183ed68daea0a0745f8fd1c3,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
1a676633f7331818cbc748ac16a4415a1a815ee4,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
4cbe27e143b15104261d7f98c8380ca5a0b695e8,/,/,    git-svn-id: https://svn.apache.org/repos/asf/lucene/mahout/trunk@834916 13f79535-47bb-0310-9956-ffa450edef68,/,/,100
10535a2cffa99d956cca1a9be5d29b5ddd96fefd,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
dafcde0f4ff3b5feffc9ed41019b3a34895af6ee,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
fccd9b79234d1042eab21dca76c90ef731c46a86,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
1a7841f59ba0a37212a134c6b2f3274dcbc6c454,/,/,    argh  stupidity is kicking in b/c I'm sick of Maven release at this point,/,/,100
9b4c1693d9ecfd00a59d83a8952dd5ce04959396,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
5934fc00ebef4f475d7b58d6153703cff7d4cbe7,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
07f6b703fe11088e57de3f43a0203dd3327097ca,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
f5dbb8525d5d7e6012b6dea9662c5bfe649f539d,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
b68ed1a23061177dd3bcbcf871ec71aef0829616,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
3db0fde074e290415873abeed4445c60b24a6acd,/,/,    getting really sick of Maven's idiosyncracies,/,/,100
7e632b7aad89e40ea1c007e40baac094560d7d04,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
29830dea0f477f50390563d4480dac517323c2ba,/,/,    [maven-release-plugin] prepare for next development iteration,/,/,100
9e9bcdc13fbff9b821f199f24d4f8050e0e2bde8,/,/,    [maven-release-plugin] prepare release mahout-0.2,/,/,100
1b8aaccf3338124f07b8644dc8e4fbdf261e8da2,/,/,    git-svn-id: https://svn.apache.org/repos/asf/lucene/mahout/trunk@834747 13f79535-47bb-0310-9956-ffa450edef68,/,/,100
4928fe3b0c94e331712ab9a19ccb0d9389481820,/,/,    [maven-release-plugin] rollback the release of mahout-0.2,/,/,100
